increment_id,user_id,start_datetime,end_datetime,"Driver first name","Driver last name","Payment Type",amount,transaction_id,payer_id,txn_type,source,description,currency,charged_at,created,"Transferred Amount","Pulled Amount","Transferred Source transaction_id",Transfer_id,"Transfer created At"
,,,,,,,,,,,,,,,,216.96,0.00,ch_3Mnl82FbDFTkDvDo0K01ISQf,tr_3Mnl82FbDFTkDvDo0sqOXP6Y,"2023-03-27 17:00:05"
1000849-31,1,"2023-03-20 15:36:00","2023-03-27 15:36:00",Adam,Test081222,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MnncnFbDFTkDvDo1JEORBDy,880,Charge,stripe,,USD,"2023-03-20 18:40:06","2023-03-20 18:40:06",,,,,
,,,,,,2,207.25,ch_3MnncmFbDFTkDvDo0evqRYTm,,Charge,stripe,,USD,"2023-03-20 18:40:07","2023-03-20 18:40:07",,,,,
1000789-66,1,"2023-03-20 15:56:00","2023-03-27 15:56:00",Adam,Test121021,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MnnsGFbDFTkDvDo12RB25Eh,822,Charge,stripe,,USD,"2023-03-20 18:56:06","2023-03-20 18:56:06",,,,,
,,,,,,2,351.66,ch_3MnnsFFbDFTkDvDo1XmP3TqO,,Charge,stripe,,USD,"2023-03-20 18:56:06","2023-03-20 18:56:06",,,,,
,,,,,,,,,,,,,,,,302.36,0.00,ch_3MnnsFFbDFTkDvDo1XmP3TqO,tr_3MnnsFFbDFTkDvDo1XLxSPmd,"2023-03-27 19:00:05"
1000688-34,1,"2023-03-20 16:00:00","2023-04-10 16:00:00",Adam,Test0405,,,,,,,,,,,,,,,
,,,,,,2,543.32,ch_3Mnnw8FbDFTkDvDo0EKPNSZ3,,Charge,stripe,,USD,"2023-03-20 19:00:06","2023-03-20 19:00:06",,,,,
,,,,,,,,,,,,,,,,467.15,0.00,ch_3Mnnw8FbDFTkDvDo0EKPNSZ3,tr_3Mnnw8FbDFTkDvDo0vpivcUx,"2023-04-10 20:00:04"
1000850-31,1,"2023-03-20 16:07:00","2023-03-27 16:07:00",Adam,Test081222v5,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3Mno3sFbDFTkDvDo0MTwvegH,881,Charge,stripe,,USD,"2023-03-20 19:08:05","2023-03-20 19:08:05",,,,,
,,,,,,2,186.43,ch_3Mno3qFbDFTkDvDo0kwxeALd,,Charge,stripe,,USD,"2023-03-20 19:08:06","2023-03-20 19:08:06",,,,,
1000827-54,1,"2023-03-20 16:14:00","2023-03-27 16:14:00",Adam,Test0307,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MnoBcFbDFTkDvDo1n7bzx3W,850,Charge,stripe,,USD,"2023-03-20 19:16:05","2023-03-20 19:16:05",,,,,
,,,,,,2,4.33,ch_3LUbQpFbDFTkDvDo0z4ed9ku,,Charge,wallet,,USD,"2022-08-08 19:16:08","2023-03-20 19:16:05",,,,,
,,,,,,2,9.74,ch_3LmccFFbDFTkDvDo0RHxfgmP,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-03-20 19:16:05",,,,,
,,,,,,2,267.25,ch_3MnoBbFbDFTkDvDo1NxRS0Hi,,Charge,stripe,,USD,"2023-03-20 19:16:06","2023-03-20 19:16:06",,,,,
,,,,,,2,-4.33,ch_3LUbQpFbDFTkDvDo0z4ed9ku,,Refund,wallet,,USD,"2022-08-08 19:16:08","2023-03-27 19:16:01",,,,,
,,,,,,2,-9.74,ch_3LmccFFbDFTkDvDo0RHxfgmP,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-03-27 19:16:01",,,,,
,,,,,,,,,,,,,,,,227.16,0.00,ch_3MnoBbFbDFTkDvDo1NxRS0Hi,tr_3MnoBbFbDFTkDvDo1wfj8bsU,"2023-03-27 20:00:04"
1000822-60,1,"2023-03-20 16:22:00","2023-03-27 16:22:00",Adam,Test012122,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MnoJMFbDFTkDvDo07T2z2X6,845,Charge,stripe,,USD,"2023-03-20 19:24:05","2023-03-20 19:24:05",,,,,
,,,,,,2,325.29,ch_3MnoJKFbDFTkDvDo0kR8TM2k,,Charge,stripe,,USD,"2023-03-20 19:24:05","2023-03-20 19:24:05",,,,,
,,,,,,,,,,,,,,,,279.69,0.00,ch_3MnoJKFbDFTkDvDo0kR8TM2k,tr_3MnoJKFbDFTkDvDo0WhNUw47,"2023-03-27 20:00:06"
1000665-35,1,"2023-03-20 17:00:00","2023-04-10 17:00:00",ADAM,POTASH,,,,,,,,,,,,,,,
,,,,,,2,423.11,ch_3MnosCFbDFTkDvDo0iIGch6R,,Charge,stripe,,USD,"2023-03-20 20:00:06","2023-03-20 20:00:06",,,,,
,,,,,,,,,,,,,,,,363.80,0.00,ch_3MnosCFbDFTkDvDo0iIGch6R,tr_3MnosCFbDFTkDvDo0aEzmtEn,"2023-04-10 21:00:05"
1000839-36,1,"2023-03-20 17:03:00","2023-03-27 17:03:00",Adam,Test062922,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MnozwFbDFTkDvDo1L066gNI,852,Charge,stripe,,USD,"2023-03-20 20:08:06","2023-03-20 20:08:06",,,,,
,,,,,,2,233.99,ch_3MnozvFbDFTkDvDo1i6dmbMe,,Charge,stripe,,USD,"2023-03-20 20:08:06","2023-03-20 20:08:06",,,,,
1000811-62,1,"2023-03-20 17:35:00","2023-03-27 17:35:00",Adam,Test011022,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MnpUvFbDFTkDvDo0tOg98AA,839,Charge,stripe,,USD,"2023-03-20 20:40:07","2023-03-20 20:40:07",,,,,
,,,,,,2,4.09,ch_3LUck6FbDFTkDvDo1lKRBtPX,,Charge,wallet,,USD,"2022-08-08 20:40:08","2023-03-20 20:40:07",,,,,
,,,,,,2,9.14,ch_3LmccWFbDFTkDvDo0VGsgXYw,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-03-20 20:40:07",,,,,
,,,,,,2,251.47,ch_3MnpUuFbDFTkDvDo0TsA4nlw,,Charge,stripe,,USD,"2023-03-20 20:40:07","2023-03-20 20:40:07",,,,,
,,,,,,2,-4.09,ch_3LUck6FbDFTkDvDo1lKRBtPX,,Refund,wallet,,USD,"2022-08-08 20:40:08","2023-03-27 20:40:02",,,,,
,,,,,,2,-9.14,ch_3LmccWFbDFTkDvDo0VGsgXYw,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-03-27 20:40:02",,,,,
,,,,,,,,,,,,,,,,213.75,0.00,ch_3MnpUuFbDFTkDvDo0TsA4nlw,tr_3MnpUuFbDFTkDvDo0LWq48V9,"2023-03-27 21:00:06"
1000754-90,1,"2023-03-20 22:00:00","2023-03-27 22:00:00",Adam,Test062821v3,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MntYZFbDFTkDvDo0o2LMpuN,744,Charge,stripe,,USD,"2023-03-21 01:00:08","2023-03-21 01:00:08",,,,,
,,,,,,2,2.33,ch_3LUgnkFbDFTkDvDo1kQZPVhh,,Charge,wallet,,USD,"2022-08-09 01:00:09","2023-03-21 01:00:08",,,,,
,,,,,,2,5.22,ch_3LmccaFbDFTkDvDo0aNJjpIE,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-03-21 01:00:08",,,,,
,,,,,,2,143.45,ch_3MntYYFbDFTkDvDo1Q1CZBRp,,Charge,stripe,,USD,"2023-03-21 01:00:09","2023-03-21 01:00:09",,,,,
,,,,,,2,-2.33,ch_3LUgnkFbDFTkDvDo1kQZPVhh,,Refund,wallet,,USD,"2022-08-09 01:00:09","2023-03-28 01:00:03",,,,,
,,,,,,2,-5.22,ch_3LmccaFbDFTkDvDo0aNJjpIE,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-03-28 01:00:04",,,,,
,,,,,,,,,,,,,,,,121.93,0.00,ch_3MntYYFbDFTkDvDo1Q1CZBRp,tr_3MntYYFbDFTkDvDo1ac2CYeX,"2023-03-28 02:00:04"
1000866-17,1,"2023-03-20 22:30:00","2023-03-27 22:30:00",Adam,Test112122,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3Mnu3UFbDFTkDvDo0OleiGiS,912,Charge,stripe,,USD,"2023-03-21 01:32:06","2023-03-21 01:32:06",,,,,
,,,,,,2,215.60,ch_3Mnu3TFbDFTkDvDo0fo7RxSU,,Charge,stripe,,USD,"2023-03-21 01:32:06","2023-03-21 01:32:06",,,,,
1000884,1,"2023-03-21 08:00:00","2023-04-04 08:00:00",Adam,Test032023,,,,,,,,,,,,,,,
,,,,,,1,750.00,ch_3Mnm6XFbDFTkDvDo02SU3xVK,,Charge,stripe,,USD,"2023-03-20 17:02:42","2023-03-20 17:22:59",,,,,
,,,,,,3,1500.00,ch_3Mnm6YFbDFTkDvDo1FBq4aRM,,Charge,stripe,,USD,"2023-03-20 17:02:42","2023-03-20 17:23:00",,,,,
,,,,,,4,210.00,ch_3MnmQVFbDFTkDvDo0GOJPj9m,992,Charge,stripe,,USD,"2023-03-20 17:23:21","2023-03-20 17:23:21",,,,,
,,,,,,2,234.89,ch_3MnmQWFbDFTkDvDo004A05ok,,Charge,stripe,,USD,"2023-03-20 17:23:22","2023-03-20 17:23:22",,,,,
,,,,,,4,15.00,ch_3Mt7aqFbDFTkDvDo1KbGtJe1,992,Charge,stripe,,USD,"2023-04-04 11:00:07","2023-04-04 11:00:07",,,,,
,,,,,,2,16.77,ch_3Mt7arFbDFTkDvDo0Yxylu0X,,Charge,stripe,,USD,"2023-04-04 11:00:07","2023-04-04 11:00:07",,,,,
,,,,,,,,,,,,,,,,1275.00,0.00,ch_3Mnm6YFbDFTkDvDo1FBq4aRM,tr_3Mnm6YFbDFTkDvDo1Jxuz8M5,"2023-04-04 12:00:04"
,,,,,,,,,,,,,,,,201.96,0.00,ch_3MnmQWFbDFTkDvDo004A05ok,tr_3MnmQWFbDFTkDvDo0VxWLdw8,"2023-04-04 12:00:05"
,,,,,,,,,,,,,,,,14.42,0.00,ch_3Mt7arFbDFTkDvDo0Yxylu0X,tr_3Mt7arFbDFTkDvDo0etkpyDc,"2023-04-04 12:00:12"
1000858-21,1,"2023-03-21 08:00:00","2023-03-28 08:00:00",Adam,Test102422,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3Mo2vEFbDFTkDvDo0KCSlggy,905,Charge,stripe,,USD,"2023-03-21 11:00:09","2023-03-21 11:00:09",,,,,
,,,,,,2,20.00,ch_3MlXy1FbDFTkDvDo0VP9Uc0z,,Charge,wallet,,USD,"2023-03-14 13:32:42","2023-03-21 11:00:09",,,,,
,,,,,,2,325.06,ch_3Mo2vCFbDFTkDvDo0EeyJkCU,,Charge,stripe,,USD,"2023-03-21 11:00:10","2023-03-21 11:00:10",,,,,
,,,,,,2,-2.57,ch_3MlXy1FbDFTkDvDo0VP9Uc0z,,Refund,wallet,,USD,"2023-03-14 13:32:42","2023-03-28 11:00:04",,,,,
1000828-50,1,"2023-03-21 12:00:00","2023-03-28 12:00:00",Adam,Test0307,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3Mo6fVFbDFTkDvDo0gGrT2QV,850,Charge,stripe,,USD,"2023-03-21 15:00:10","2023-03-21 15:00:10",,,,,
,,,,,,2,4.43,ch_3LUtueFbDFTkDvDo0oDJ6MCh,,Charge,wallet,,USD,"2022-08-09 15:00:09","2023-03-21 15:00:10",,,,,
,,,,,,2,9.92,ch_3LmccfFbDFTkDvDo1aeyJDz5,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-03-21 15:00:10",,,,,
,,,,,,2,272.67,ch_3Mo6fTFbDFTkDvDo16lNbBES,,Charge,stripe,,USD,"2023-03-21 15:00:11","2023-03-21 15:00:11",,,,,
,,,,,,2,-4.43,ch_3LUtueFbDFTkDvDo0oDJ6MCh,,Refund,wallet,,USD,"2022-08-09 15:00:09","2023-03-28 15:00:03",,,,,
,,,,,,2,-9.92,ch_3LmccfFbDFTkDvDo1aeyJDz5,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-03-28 15:00:03",,,,,
,,,,,,,,,,,,,,,,231.77,0.00,ch_3Mo6fTFbDFTkDvDo16lNbBES,tr_3Mo6fTFbDFTkDvDo1NVUPFzt,"2023-03-28 16:00:04"
1000778-70,1,"2023-03-21 13:00:00","2023-03-28 13:00:00",Adam,Test112321,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3Mo7bWFbDFTkDvDo0oaJibz4,811,Charge,stripe,,USD,"2023-03-21 16:00:07","2023-03-21 16:00:07",,,,,
,,,,,,2,4.56,ch_3LUuqiFbDFTkDvDo0QiasmSp,,Charge,wallet,,USD,"2022-08-09 16:00:09","2023-03-21 16:00:07",,,,,
,,,,,,2,10.25,ch_3LmccoFbDFTkDvDo1Fza6HIX,,Charge,wallet,,USD,"2022-09-27 12:11:27","2023-03-21 16:00:07",,,,,
,,,,,,2,281.27,ch_3Mo7bVFbDFTkDvDo1098G4JB,,Charge,stripe,,USD,"2023-03-21 16:00:08","2023-03-21 16:00:08",,,,,
,,,,,,2,-4.56,ch_3LUuqiFbDFTkDvDo0QiasmSp,,Refund,wallet,,USD,"2022-08-09 16:00:09","2023-03-28 16:00:08",,,,,
,,,,,,2,-10.25,ch_3LmccoFbDFTkDvDo1Fza6HIX,,Refund,wallet,,USD,"2022-09-27 12:11:27","2023-03-28 16:00:08",,,,,
,,,,,,,,,,,,,,,,239.08,0.00,ch_3Mo7bVFbDFTkDvDo1098G4JB,tr_3Mo7bVFbDFTkDvDo1mwS2MpZ,"2023-03-28 17:00:05"
1000842-32,1,"2023-03-21 15:41:00","2023-03-28 15:41:00",Adam,Test080522,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MoAE4FbDFTkDvDo1FN5sVsk,867,Charge,stripe,,USD,"2023-03-21 18:48:05","2023-03-21 18:48:05",,,,,
,,,,,,2,180.51,ch_3MoAE2FbDFTkDvDo0QPh0Ppf,,Charge,stripe,,USD,"2023-03-21 18:48:06","2023-03-21 18:48:06",,,,,
1000755-90,1,"2023-03-21 16:00:00","2023-03-28 16:00:00",Adam,Test062921,,,,,,,,,,,,,,,
,,,,,,4,65.31,ch_3MoAPjFbDFTkDvDo1oiAuUIH,745,Charge,stripe,,USD,"2023-03-21 19:00:09","2023-03-21 19:00:09",,,,,
,,,,,,2,4.28,ch_3LUxeuFbDFTkDvDo1w1dVhLP,,Charge,wallet,,USD,"2022-08-09 19:00:09","2023-03-21 19:00:09",,,,,
,,,,,,2,9.57,ch_3Lmcd0FbDFTkDvDo0fmT894i,,Charge,wallet,,USD,"2022-09-27 12:11:27","2023-03-21 19:00:09",,,,,
,,,,,,2,263.21,ch_3MoAPiFbDFTkDvDo1Skzs6A8,,Charge,stripe,,USD,"2023-03-21 19:00:09","2023-03-21 19:00:09",,,,,
,,,,,,2,-4.28,ch_3LUxeuFbDFTkDvDo1w1dVhLP,,Refund,wallet,,USD,"2022-08-09 19:00:09","2023-03-28 19:00:03",,,,,
,,,,,,2,-9.57,ch_3Lmcd0FbDFTkDvDo0fmT894i,,Refund,wallet,,USD,"2022-09-27 12:11:27","2023-03-28 19:00:03",,,,,
,,,,,,,,,,,,,,,,223.73,0.00,ch_3MoAPiFbDFTkDvDo1Skzs6A8,tr_3MoAPiFbDFTkDvDo1AZbzZTl,"2023-03-28 20:00:05"
1000706-99,1,"2023-03-21 17:00:00","2023-03-28 17:00:00",Adam,Test0426,,,,,,,,,,,,,,,
,,,,,,4,34.23,ch_3MoBLlFbDFTkDvDo02csldP1,632,Charge,stripe,,USD,"2023-03-21 20:00:07","2023-03-21 20:00:07",,,,,
,,,,,,2,203.88,ch_3MoBLkFbDFTkDvDo1frGyIgD,,Charge,stripe,,USD,"2023-03-21 20:00:07","2023-03-21 20:00:07",,,,,
,,,,,,,,,,,,,,,,175.30,0.00,ch_3MoBLkFbDFTkDvDo1frGyIgD,tr_3MoBLkFbDFTkDvDo17PW129I,"2023-03-28 21:00:04"
1000843-32,1,"2023-03-21 17:36:00","2023-03-28 17:36:00",Imran,Mohiuddin,,,,,,,,,,,,,,,
,,,,,,4,48.93,ch_3MoBySFbDFTkDvDo0gdvJied,869,Charge,stripe,,USD,"2023-03-21 20:40:06","2023-03-21 20:40:06",,,,,
,,,,,,2,119.99,ch_3MoByRFbDFTkDvDo0CI2H2q9,,Charge,stripe,,USD,"2023-03-21 20:40:06","2023-03-21 20:40:06",,,,,
1000724-98,1,"2023-03-21 21:00:00","2023-03-28 21:00:00",Adam,Test050221,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MoF63FbDFTkDvDo0w8Vj4X0,706,Charge,stripe,,USD,"2023-03-22 00:00:09","2023-03-22 00:00:09",,,,,
,,,,,,2,4.70,ch_3LSqYFFbDFTkDvDo0MqoqN4z,,Charge,wallet,,USD,"2022-08-03 23:00:03","2023-03-22 00:00:09",,,,,
,,,,,,2,8.83,ch_3LXvDUFbDFTkDvDo1JWCgqml,,Charge,wallet,,USD,"2022-08-17 23:00:17","2023-03-22 00:00:09",,,,,
,,,,,,2,265.10,ch_3MoF62FbDFTkDvDo0yLSlZ9i,,Charge,stripe,,USD,"2023-03-22 00:00:09","2023-03-22 00:00:09",,,,,
,,,,,,2,-4.70,ch_3LSqYFFbDFTkDvDo0MqoqN4z,,Refund,wallet,,USD,"2022-08-03 23:00:03","2023-03-29 00:00:03",,,,,
,,,,,,2,-8.83,ch_3LXvDUFbDFTkDvDo1JWCgqml,,Refund,wallet,,USD,"2022-08-17 23:00:17","2023-03-29 00:00:03",,,,,
,,,,,,,,,,,,,,,,225.34,0.00,ch_3MoF62FbDFTkDvDo0yLSlZ9i,tr_3MoF62FbDFTkDvDo06vsGcx2,"2023-03-29 01:00:05"
1000666-35,1,"2023-03-21 22:00:00","2023-04-11 22:00:00",Adam,Test0316,,,,,,,,,,,,,,,
,,,,,,2,392.33,ch_3MoG26FbDFTkDvDo1aqqOY1o,,Charge,stripe,,USD,"2023-03-22 01:00:08","2023-03-22 01:00:08",,,,,
,,,,,,,,,,,,,,,,337.33,0.00,ch_3MoG26FbDFTkDvDo1aqqOY1o,tr_3MoG26FbDFTkDvDo16LaKpyM,"2023-04-12 02:00:06"
1000708-99,1,"2023-03-21 23:00:00","2023-03-28 23:00:00",Adam,Test042721v7,,,,,,,,,,,,,,,
,,,,,,4,68.53,ch_3MoGyAFbDFTkDvDo0dNckU9D,643,Charge,stripe,,USD,"2023-03-22 02:00:07","2023-03-22 02:00:07",,,,,
,,,,,,2,197.51,ch_3MoGy9FbDFTkDvDo1BgLbHf1,,Charge,stripe,,USD,"2023-03-22 02:00:08","2023-03-22 02:00:08",,,,,
,,,,,,,,,,,,,,,,169.82,0.00,ch_3MoGy9FbDFTkDvDo1BgLbHf1,tr_3MoGy9FbDFTkDvDo143k0Zcj,"2023-03-29 03:00:04"
1000852-24,1,"2023-03-22 02:00:00","2023-03-29 02:00:00",Adam,Test092222,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MoJmMFbDFTkDvDo10ydLLiw,896,Charge,stripe,,USD,"2023-03-22 05:00:07","2023-03-22 05:00:07",,,,,
,,,,,,2,150.40,ch_3MoJmKFbDFTkDvDo1V0zN8Bb,,Charge,stripe,,USD,"2023-03-22 05:00:07","2023-03-22 05:00:07",,,,,
1000859-21,1,"2023-03-22 08:00:00","2023-03-29 08:00:00",Adam,Test102522,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MoPOkFbDFTkDvDo0cAw15AD,907,Charge,stripe,,USD,"2023-03-22 11:00:08","2023-03-22 11:00:08",,,,,
,,,,,,2,365.96,ch_3MoPOjFbDFTkDvDo1WROWxHH,,Charge,stripe,,USD,"2023-03-22 11:00:08","2023-03-22 11:00:08",,,,,
1000856-22,1,"2023-03-22 08:00:00","2023-03-29 08:00:00",Adam,Test101822,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MoPOqFbDFTkDvDo0SywFjgO,903,Charge,stripe,,USD,"2023-03-22 11:00:13","2023-03-22 11:00:13",,,,,
,,,,,,2,174.89,ch_3MoPOoFbDFTkDvDo1RcJQUyX,,Charge,stripe,,USD,"2023-03-22 11:00:14","2023-03-22 11:00:14",,,,,
1000882-1,1,"2023-03-22 08:00:00","2023-04-05 08:00:00",Adam,Test031523v4,,,,,,,,,,,,,,,
,,,,,,4,210.00,ch_3MoPOvFbDFTkDvDo09Xp0P3H,988,Charge,stripe,,USD,"2023-03-22 11:00:19","2023-03-22 11:00:19",,,,,
,,,,,,2,234.89,ch_3MoPOuFbDFTkDvDo1fmANnNf,,Charge,stripe,,USD,"2023-03-22 11:00:19","2023-03-22 11:00:19",,,,,
,,,,,,,,,,,,,,,,201.96,0.00,ch_3MoPOuFbDFTkDvDo1fmANnNf,tr_3MoPOuFbDFTkDvDo1mVPkRVF,"2023-04-05 12:00:04"
1000883-1,1,"2023-03-22 08:00:00","2023-03-29 08:00:00",Adam,Test031523v7,,,,,,,,,,,,,,,
,,,,,,4,105.00,ch_3MoPP1FbDFTkDvDo1aj2UpWW,991,Charge,stripe,,USD,"2023-03-22 11:00:25","2023-03-22 11:00:25",,,,,
,,,,,,2,117.44,ch_3MoPP0FbDFTkDvDo1ouMysse,,Charge,stripe,,USD,"2023-03-22 11:00:25","2023-03-22 11:00:25",,,,,
,,,,,,,,,,,,,,,,100.98,0.00,ch_3MoPP0FbDFTkDvDo1ouMysse,tr_3MoPP0FbDFTkDvDo1vE4Y1jY,"2023-03-29 12:00:05"
1000885,1,"2023-03-22 08:00:00","2023-03-29 08:00:00","Adam ",Test032223,,,,,,,,,,,,,,,
,,,,,,1,750.00,ch_3MoaJjFbDFTkDvDo0xfv3Zjw,,Charge,stripe,,USD,"2023-03-22 22:39:40","2023-03-22 22:43:43",,,,,
,,,,,,3,1500.00,ch_3MoaJkFbDFTkDvDo1CVkAMKo,,Charge,stripe,,USD,"2023-03-22 22:39:40","2023-03-22 22:43:44",,,,,
,,,,,,2,117.44,ch_3MoaNyFbDFTkDvDo1e9hdiKI,,Charge,stripe,,USD,"2023-03-22 22:44:04","2023-03-22 22:44:04",,,,,
,,,,,,2,-100.66,ch_3MoaNyFbDFTkDvDo1e9hdiKI,,Refund,wallet,,USD,"2023-03-22 22:44:03","2023-03-22 22:45:02",,,,,
,,,,,,1,-750.00,ch_3MoaJjFbDFTkDvDo0xfv3Zjw,,Refund,wallet,,USD,"2023-03-22 22:39:40","2023-03-31 00:00:04",,,,,
,,,,,,,,,,,,,,,,1275.00,0.00,ch_3MoaJkFbDFTkDvDo1CVkAMKo,tr_3MoaJkFbDFTkDvDo11JiB53M,"2023-03-22 23:00:04"
,,,,,,,,,,,,,,,,14.43,0.00,ch_3MoaNyFbDFTkDvDo1e9hdiKI,tr_3MoaNyFbDFTkDvDo1Kcj61kZ,"2023-03-22 23:00:06"
1000861-19,1,"2023-03-22 09:00:00","2023-03-29 09:00:00",Adam,Test110822,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MoQKoFbDFTkDvDo1GNgKjXu,909,Charge,stripe,,USD,"2023-03-22 12:00:08","2023-03-22 12:00:08",,,,,
,,,,,,2,145.01,ch_3MoQKnFbDFTkDvDo1fDosn6D,,Charge,stripe,,USD,"2023-03-22 12:00:08","2023-03-22 12:00:08",,,,,
,,,,,,6,10.00,ch_3MoZhQFbDFTkDvDo0p8D11MH,,Charge,stripe,,USD,"2023-03-22 22:00:05","2023-03-22 22:00:05",,,,,
,,,,,,6,10.00,ch_3MowAxFbDFTkDvDo0kp9gF0G,,Charge,stripe,,USD,"2023-03-23 22:00:04","2023-03-23 22:00:04",,,,,
,,,,,,,,,,,,,,,,9.00,0.00,ch_3MoZhQFbDFTkDvDo0p8D11MH,tr_3MoZhQFbDFTkDvDo0ukZ52Ms,"2023-03-29 13:00:05"
,,,,,,,,,,,,,,,,9.00,0.00,ch_3MowAxFbDFTkDvDo0kp9gF0G,tr_3MowAxFbDFTkDvDo0DdJElKV,"2023-03-29 13:00:06"
1000689-34,1,"2023-03-22 12:00:00","2023-04-12 12:00:00",ADAM,POTASH,,,,,,,,,,,,,,,
,,,,,,2,523.55,ch_3MoT8zFbDFTkDvDo1erti5D2,,Charge,stripe,,USD,"2023-03-22 15:00:06","2023-03-22 15:00:06",,,,,
,,,,,,,,,,,,,,,,450.15,0.00,ch_3MoT8zFbDFTkDvDo1erti5D2,tr_3MoT8zFbDFTkDvDo1noTxPXv,"2023-04-12 16:00:06"
1000709-99,1,"2023-03-22 12:00:00","2023-03-29 12:00:00",Adam,Test042721v8,,,,,,,,,,,,,,,
,,,,,,4,179.62,ch_3MoT93FbDFTkDvDo0vVRRSJS,644,Charge,stripe,,USD,"2023-03-22 15:00:10","2023-03-22 15:00:10",,,,,
,,,,,,2,196.01,ch_3MoT91FbDFTkDvDo1zB6fcOi,,Charge,stripe,,USD,"2023-03-22 15:00:10","2023-03-22 15:00:10",,,,,
,,,,,,,,,,,,,,,,168.53,0.00,ch_3MoT91FbDFTkDvDo1zB6fcOi,tr_3MoT91FbDFTkDvDo16bbfjtk,"2023-03-29 16:00:05"
1000769-70,1,"2023-03-22 15:40:00","2023-03-29 15:40:00",Adam,Test1117,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MoWZsFbDFTkDvDo0jPYTHlz,804,Charge,stripe,,USD,"2023-03-22 18:40:06","2023-03-22 18:40:06",,,,,
,,,,,,2,271.51,ch_3MoWZrFbDFTkDvDo1qYtvq0v,,Charge,stripe,,USD,"2023-03-22 18:40:06","2023-03-22 18:40:06",,,,,
,,,,,,,,,,,,,,,,233.45,0.00,ch_3MoWZrFbDFTkDvDo1qYtvq0v,tr_3MoWZrFbDFTkDvDo1UmcDoSg,"2023-03-29 19:00:04"
1000732-94,1,"2023-03-22 17:00:00","2023-03-29 17:00:00",Adam,Test053121,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MoXpJFbDFTkDvDo0TorVRca,727,Charge,stripe,,USD,"2023-03-22 20:00:07","2023-03-22 20:00:07",,,,,
,,,,,,2,146.95,ch_3MoXpIFbDFTkDvDo1Q2OddVA,,Charge,stripe,,USD,"2023-03-22 20:00:07","2023-03-22 20:00:07",,,,,
,,,,,,,,,,,,,,,,126.35,0.00,ch_3MoXpIFbDFTkDvDo1Q2OddVA,tr_3MoXpIFbDFTkDvDo15VbEtzq,"2023-03-29 21:00:04"
1000809-63,1,"2023-03-22 17:33:00","2023-03-29 17:33:00",Adam,Test010522,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MoYS0FbDFTkDvDo1aBzNWXn,837,Charge,stripe,,USD,"2023-03-22 20:40:06","2023-03-22 20:40:06",,,,,
,,,,,,2,261.78,ch_3MoYRzFbDFTkDvDo1Z4vajqm,,Charge,stripe,,USD,"2023-03-22 20:40:06","2023-03-22 20:40:06",,,,,
,,,,,,,,,,,,,,,,225.08,0.00,ch_3MoYRzFbDFTkDvDo1Z4vajqm,tr_3MoYRzFbDFTkDvDo1Bw5RWsP,"2023-03-29 21:00:05"
1000744-92,1,"2023-03-22 18:00:00","2023-03-29 18:00:00",Adam,Test061621,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MoYlOFbDFTkDvDo0HIIpsHm,733,Charge,stripe,,USD,"2023-03-22 21:00:08","2023-03-22 21:00:08",,,,,
,,,,,,2,1.73,ch_3LSofpFbDFTkDvDo0v6kU82E,,Charge,wallet,,USD,"2022-08-03 21:00:03","2023-03-22 21:00:08",,,,,
,,,,,,2,3.85,ch_3LXtLMFbDFTkDvDo1Ibg8r5Y,,Charge,wallet,,USD,"2022-08-17 21:00:17","2023-03-22 21:00:08",,,,,
